11.33660000       7.28693000       6.29281000      
11.05530000       7.75984000       6.65219000      
11.01590000       7.95550000       2.50257000      
11.01010000       7.25420000       2.49111000      
11.04220000       7.08264000       6.80905000      
11.01640000       8.20941000       6.77276000      
10.57170000       8.42706000       6.99548000      
9.93540000       7.74456000       2.16488000      
9.84371000       7.86784000       7.02342000      
12.25260000       8.05417000       6.86322000      
12.35520000       7.80029000       2.28943000      
9.83788000       7.98300000       7.11447000      
12.36670000       7.99433000       6.92485000      
11.84180000       8.04420000       1.96358000      
11.73910000       7.08449000       1.93218000      
11.14510000       6.86427000       1.86523000      
10.49950000       7.88978000       1.81509000      
11.15690000       7.10071000       1.81509000      
10.75700000       7.63977000       1.77058000      
10.36870000       7.88825000       7.39446000      
10.27520000       6.23650000       7.05718000      
10.04890000       8.03585000       1.83816000      
10.68820000       8.44195000       1.80835000      
11.70730000       7.77502000       1.78130000      
11.09160000       6.13010000       7.19026000      
9.92125000       8.37762000       1.85335000      
11.73420000       6.64047000       7.40751000      
12.29960000       7.26187000       7.32378000      
9.07357000       8.48167000       6.88289000      
13.12710000       7.92318000       6.71335000      
12.75600000       7.92384000       2.09201000      
12.37450000       7.47987000       1.82888000      
10.37950000       7.30549000       7.70775000      
10.78810000       6.78307000       7.66346000      
12.01080000       6.47243000       7.36528000      
10.26600000       5.39637000       6.81879000      
12.13570000       5.49164000       6.67095000      
10.83770000       5.48659000       2.13910000      
9.78061000       6.45903000       1.78952000      
10.03980000       8.43150000       1.61101000      
11.87800000       8.18355000       1.57364000      
9.82421000       7.27045000       1.57364000      
11.86560000       7.57183000       1.50788000      
11.51950000       8.30302000       1.50788000      
12.03040000       6.95774000       7.61130000      
12.38180000       6.82270000       7.42722000      
9.19111000       8.63792000       7.16579000      
12.22640000       5.16510000       2.72350000      
13.32630000       8.03320000       2.35429000      
12.24770000       5.59765000       2.27805000      
9.59931000       8.94578000       1.87096000      
10.53950000       8.35980000       1.38313000      
11.99910000       6.83377000       7.70362000      
12.49470000       5.06276000       2.89608000      
12.37310000      10.05830000       2.75771000      
9.29199000       5.23142000       2.71248000      
12.77460000       8.92816000       2.05876000      
12.07930000       5.58816000       2.05876000      
12.88370000       7.57183000       1.78932000      
11.81450000       9.21970000       1.72872000      
10.66050000       6.70844000       1.28671000      
11.11350000       8.85190000       7.81677000      
11.59160000       9.02009000       7.67975000      
12.50750000       8.89438000       7.39005000      
12.80820000       8.77763000       7.25403000      
9.68299000       9.93937000       6.82649000      
12.25990000       5.10336000       6.65341000      
13.90020000       7.85496000       6.37841000      
7.86276000       7.91107000       6.23465000      
13.84780000       8.03790000       2.70456000      
13.79330000       7.57183000       2.56629000      
8.39740000       8.01437000       2.17958000      
12.43740000       6.04249000       1.80658000      
11.67610000       6.52089000       1.31323000      
10.20920000       6.61584000       1.27398000      
10.53970000       8.35947000       1.17606000      
11.19090000       8.65639000       7.98704000      
10.98180000       8.68799000       7.98704000      
10.57060000       9.07166000       7.81898000      
12.04970000       9.37194000       7.47077000      
10.63580000       9.67794000       7.47077000      
9.24023000       6.12675000       7.40223000      
10.82920000       5.26928000       7.33086000      
8.26644000       7.01945000       6.93419000      
12.72070000       9.91522000       6.62081000      
