0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000621467 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 0.000410087 
4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 4.06188e-05 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 0.00084159 
0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000479638 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 0.000283555 
0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000386144 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 0.000419984 
2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 2.82524e-05 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 0.00105464 
0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000716642 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 0.000252132 
5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 5.56324e-06 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 0.00119829 
2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 2.44743e-05 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 0.00101577 
1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 1.11049e-05 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 0.000992407 
9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 9.22578e-05 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 0.000647087 
